kaptCode,kaptName,kaptAddr,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptFax,kaptUrl,codeAptNm,doroJuso,hoCnt,codeMgrNm,codeHallNm,kaptUsedate,kaptMarea,kaptMparea_60,kaptMparea_85,kaptMparea_135,kaptMparea_136,privArea,bjdCode,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility
A47206003,경남아너스빌,경기도 남양주시 다산동 683 경남아너스빌,분양,개별난방,64305.615,10,495,경남기업,한국토지주택공사,315550645,315550648,휴먼시아가운마을5단지.ma-um.co.kr,아파트,경기도 남양주시 가운로2길 111,495,위탁관리,계단식,20080919,40816.33,0,495,0,0,40816.33,4136011200,위탁관리,5,(주)동우개발,위탁관리,7,혜진종합관리(주),위탁관리,4,차량수거방식,위탁관리,12,"분무식,독이식",철근콘크리트구조,1450,단일계약,상주선임,R형,부스타방식,위탁관리,19,198,383,무,104,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",5분이내,경의중앙선,도농,10~15분이내,관공서(남양주시청),초등학교(가운초교) 중학교(가운중학교) 고등학교(가운고교)
A47206005,가운휴먼시아1단지,경기도 남양주시 다산동 669 가운휴먼시아1단지,국민임대,개별난방,102353.06,16,1417,"남양건설, 신성건설",LH공사,315551620,315551621,www.kohom.or.kr,아파트,경기도 남양주시 가운로2길 28,1417,위탁관리,복도식,20080905,101784.8768,1417,0,0,0,59667.67,4136011200,위탁관리,9,주택관리공단,위탁관리,10,(주)강일기업,위탁관리,6,차량수거방식,위탁관리,3,"도포식,분무식",철근콘크리트구조,2500,단일계약,상주선임,R형,부스타방식,위탁관리,25,480,666,무,136,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,경의중앙선,도농역,5~10분이내,관공서(다산2동주민센터) 병원(한양대구리병원) 백화점(롯데백화점) 대형상가(E마트),"초등학교(양정초교) 중학교(동화중교, 도농중교) 고등학교(동화고교)"
A47206006,가운휴먼시아2단지,경기도 남양주시 다산동 671 가운휴먼시아2단지,임대,개별난방,28229.415,4,388,(주)중앙건설,LH,315552725,315552726,www.kohom.or.kr,아파트,경기도 남양주시 가운로2길 8,388,위탁관리,복도식,20080905,28076.7047,388,0,0,0,16269.42,4136011200,위탁관리,5,주택관리공단,위탁관리,2,(주)강일기업,자치관리(직영),2,음식물쓰레기종량제,위탁관리,3,"도포식,분무식",철근콘크리트구조,700,단일계약,상주선임,R형,부스타방식,위탁관리,8,144,172,무,41,"관리사무소, 노인정, 어린이놀이터, 유치원",5분이내,경의중앙선,도농,5분이내,관공서(다산2동주민센터) 병원(한양대구리병원) 백화점(구리 롯데백화점) 대형상가(E마트),"초등학교(양정초교, 가운초등ㅇ학교) 중학교(동화중교, 도농중교, 가운중학교) 고등학교(동화고교)"
A47212002,호평임광그대가,경기도 남양주시 호평동 723 호평임광그대가,분양,개별난방,59883.68,7,429,임광토건주식회사,호평동 조동지역주택조합,315112241,315156605, ,아파트,경기도 남양주시 천마산로14번길 10,429,위탁관리,계단식,20080605,46772.653,26,403,0,0,35798.8553,4136010100,위탁관리,5,에이비엠주식회사,위탁관리,6,한국그린서비스,위탁관리,5,음식물쓰레기종량제,위탁관리,4,"분무식,독이식",철근콘크리트구조,1850,종합계약,상주선임,R형,부스타방식,위탁관리,16,99,406,유,96,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",10~15분이내,"분당선, 경춘선",평내,20분초과,병원(한양대구리) 대형상가(이파),초등학교(호평)
A47212008,라인그린,경기도 남양주시 호평동 371 라인그린,분양,개별난방,49078.828,4,467,라인건설,미금도수주택조합,315918942,315168942,라인그린.ma-um.co.kr,아파트,NA,467,위탁관리,계단식,19970805,41815.8,293,174,0,0,32293.81,4136010100,위탁관리,5,에이제이대원 주식회사,위탁관리,4,(주)혜진종합관리,위탁관리,4,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,1850,단일계약,상주선임,R형,부스타방식,위탁관리,13,158,180,무,62,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",10~15분이내,NA,NA,10~15분이내,관공서(동사무소 등) 병원(소규모 의원) 백화점(이마트) 대형상가(할인마트(이마트)) 공원(근린공원),초등학교(평동) 중학교(호평) 고등학교(호평)
A47212009,중흥s클래스로하스,경기도 남양주시 호평동 680 중흥s클래스로하스,분양,개별난방,100106.519,9,484,중흥주택,중흥주택,315940223,315940283,중흥s클래스로하스.ma-um.co.kr,아파트,경기도 남양주시 호평로 149,484,위탁관리,계단식,20061108,79214.8,0,0,346,138,66468.612,4136010100,위탁관리,5,서일개발(주),위탁관리,6,아주관리,위탁관리,5,음식물쓰레기종량제,위탁관리,4,NA,철근콘크리트구조,1900,종합계약,상주선임,R형,부스타방식,위탁관리,16,252,693,무,119,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",10~15분이내,NA,NA,10~15분이내,관공서(동사무소 등) 병원(소규모 의원) 백화점(이마트) 대형상가(할인마트(이마트)) 공원(근린공원),초등학교(평동) 중학교(호평) 고등학교(호평)
A47212017,호평주공23단지,경기도 남양주시 호평동 681 호평주공23단지,임대,개별난방,41021.16,5,496,거림건설,대한주택공사,315114758,315114759,www.kohom.or.kr,아파트,경기도 남양주시 늘을1로 285,496,위탁관리,계단식,20040729,40872.84,496,0,0,0,27247.16,4136010100,위탁관리,5,주택관리공단(주),위탁관리,4,(주)대덕개발,위탁관리,2,음식물쓰레기종량제,위탁관리,3,"도포식,분무식",철골철근콘크리트구조,800,단일계약,위탁선임,R형,부스타방식,위탁관리,13,387,141,무,48,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",5분이내,경춘선,NA,15~20분이내,관공서(동사무소 등) 병원(소규모 의원) 대형상가(할인마트(K마트)) 공원(근린공원),초등학교(구룡) 중학교(호평) 고등학교(호평)
A47214014,평내신명스카이뷰,경기도 남양주시 평내동 601 평내신명스카이뷰,분양,개별난방,85619.332,11,738,신명종합건설,신명종합건설,315911550,315141550,평내마을신명스카이뷰.apti.co.kr/aptHome,아파트,NA,738,위탁관리,계단식,20040918,67530.12,520,218,0,0,49666.0354,4136010200,위탁관리,5,(주)하나종합관리,위탁관리,4,911무인경비,위탁관리,7,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,2450,단일계약,상주선임,R형,부스타방식,위탁관리,23,557,283,무,155,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터",5~10분이내,경춘선,NA,NA,"관공서(남양주시청, 남양주경찰서) 병원(양병원) 대형상가(이마트, k마트)",초등학교(신촌초등학교) 중학교(평내중학교) 고등학교()
A47270505,금곡금강,경기도 남양주시 금곡동 654 금곡금강,분양,개별난방,30885.49,4,244,금강 종합건설(주),금강 종합건설(주),315951962,315951964,금곡금강아파트.ma-um.co.kr,아파트,경기도 남양주시 홍유릉로248번길 21,244,위탁관리,계단식,19970530,26128.496,0,244,0,0,20724.14,4136010300,위탁관리,3,서일개발(주),위탁관리,4,제상에스디(주),위탁관리,2,차량수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,650,단일계약,위탁선임,P형,고가수조식,위탁관리,7,146,140,무,49,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,경춘선,금곡,20분초과,관공서(금곡소방파출소),초등학교(동곡초)
A47270608,금곡신성푸른솔,경기도 남양주시 금곡동 628 금곡신성푸른솔,분양,개별난방,59079,10,696,신성건설,신성건설,315958875,315132126,신성푸른솔.ma-um.co.kr,아파트,경기도 남양주시 홍유릉로248번길 52,696,위탁관리,계단식,19970530,55219.8048,696,0,0,0,41734.944,4136010300,위탁관리,6,세화종합관리(주),위탁관리,8,(주)코리아이지텔,위탁관리,5,차량수거방식,위탁관리,12,분무식,철근콘크리트구조,1800,단일계약,상주선임,P형,부스타방식,위탁관리,20,415,0,무,109,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,경춘선,금곡,5~10분이내,관공서(금곡소방파출소) 병원(양병원),초등학교(동곡초)
A47270706,금곡GS,경기도 남양주시 금곡동 603 금곡GS,분양,개별난방,43973.625,3,260,LG건설,LG건설,315955022,315955033,금곡GS아파트.ma-um.co.kr,아파트,경기도 남양주시 홍유릉로248번길 51,260,위탁관리,계단식,19970929,35933.2,0,0,178,82,29259.46,4136010300,위탁관리,10,대한종합관리,위탁관리,6,NA,위탁관리,2,기타,위탁관리,7,분무식,철근콘크리트구조,900,종합계약,위탁선임,P형,고가수조식,위탁관리,7,151,278,무,76,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,경춘선,금곡,5~10분이내,관공서(금곡소방파출소) 병원(양병원) 대형상가(E마트) 공원(홍유릉),초등학교(동곡초)
A47270906,플루리움1단지,경기도 남양주시 다산동 4002-1 플루리움1단지,분양,개별난방,248735.178,11,1086,부영건설,부영건설,315580455,315580456,www.bygt1.or.kr,아파트,경기도 남양주시 도농로 34,1086,위탁관리,계단식,20010913,164227.304,0,0,484,602,164227.304,4136011200,위탁관리,12,율산개발(주),위탁관리,12,에스원,위탁관리,16,음식물쓰레기종량제,위탁관리,8,"도포식,분무식,독이식",철근콘크리트구조,3750,단일계약,상주선임,R형,고가수조식,위탁관리,23,421,1937,무,245,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소, 기타",5~10분이내,경의중앙선,도농,5~10분이내,"관공서(도농동사무소,남양주제2청사) 병원(동부의원) 대형상가(LG하이프라자,이마트)",초등학교(도농초등학교) 중학교(도농중학교) 고등학교(동화고등학교)
A47271002,지금동한화꿈에그린,경기도 남양주시 다산동 3718 지금동한화꿈에그린,분양,개별난방,110792.656,8,767,한화건설,지금동재건축조합,315511602,315511603, ,아파트,경기도 남양주시 다산지금로16번길 56,767,위탁관리,계단식,20080829,83465.01,152,537,78,0,64354.317,4136011200,위탁관리,6,에이제이대원 주식회사,위탁관리,6,(주)에스원,위탁관리,7,음식물쓰레기종량제,위탁관리,18,"도포식,분무식",철근콘크리트구조,2750,단일계약,상주선임,R형,부스타방식,위탁관리,20,109,703,유,185,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5~10분이내,경의중앙선,도농,5~10분이내,관공서(남양주시청),초등학교(양정초등) 중학교(양정중)
A47273713,평내대명,경기도 남양주시 평내동 107-1 평내대명,분양,개별난방,91377.995,8,664,대명종합건설,대명종합건설,315912695,315912696,평내대명.ma-um.co.kr,아파트,경기도 남양주시 경춘로1308번길 8-12,664,위탁관리,계단식,20000508,71226.454,214,316,134,0,57231,4136010200,위탁관리,6,(주)아주관리,위탁관리,6,(주)경진이앤지,위탁관리,6,음식물쓰레기종량제,위탁관리,12,"분무식,독이식",철근콘크리트구조,2850,단일계약,상주선임,R형,부스타방식,위탁관리,23,194,534,무,125,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",5분이내,경춘선,NA,5~10분이내,관공서(평내동사무소) 병원(천혜의원) 대형상가(삼성디지털프라자-평내점),초등학교(평내초등학교) 중학교(평내중학교)
A47273901,세종리젠시빌,경기도 남양주시 평내동 59 세종리젠시빌,분양,개별난방,40857.93,5,312,세종건설,세종건설,315911562,315911563,세종리젠시빌.ma-um.co.kr,아파트,경기도 남양주시 의안로240번길 16,312,위탁관리,계단식,20001024,32188.8,84,228,0,0,24334.2,4136010200,위탁관리,5,(주)동우개발,위탁관리,2,성화개발 주식회사,위탁관리,2,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,1550,단일계약,상주선임,R형,부스타방식,위탁관리,9,72,252,유,52,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,경춘선,평내호평역,5~10분이내,NA,NA
A47274201,별내쌍용예가,경기도 남양주시 별내동 1056 별내쌍용예가,분양,지역난방,141365.8,10,652,쌍용건설(주),kb부동산신탁,315756997,315756998,byega.kr,아파트,경기도 남양주시 별내3로 63,652,위탁관리,계단식,20120127,96721.455,0,0,652,0,76512.93,4136011100,위탁관리,7,(주)아주관리,위탁관리,7,(주)아주관리,위탁관리,9,거점장비수거방식,위탁관리,12,"분무식,독이식",철골철근콘크리트구조,3750,종합계약,상주선임,R형,부스타방식,위탁관리,20,0,1112,유,295,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5~10분이내,경춘선,NA,10~15분이내,관공서() 공원(),초등학교(한별초등학교) 중학교(한별중학교) 고등학교(별내고등학교) 대학교(삼육대학교)
A47274202,별내아이파크,경기도 남양주시 별내동 854 별내아이파크,분양,지역난방,151075.809,13,753,현대산업개발(주),대성산업(주),315755983,315755984, ,아파트,경기도 남양주시 별내3로 285,753,위탁관리,계단식,20120127,111294.411,0,0,595,158,92257.67,4136011100,위탁관리,8,(주)동우개발,위탁관리,8,(주)두원에이앤씨,위탁관리,9,거점장비수거방식,위탁관리,4,"도포식,분무식,독이식",철근콘크리트구조,5500,단일계약,상주선임,GR형,부스타방식,위탁관리,25,0,1341,유,208,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,경춘선,NA,15~20분이내,관공서(남양주시 풍양출장소) 백화점(이마트),초등학교(화접초등학교) 중학교(별가람중학교) 고등학교(별내고등학교)
A47274203,별내신일유토빌,경기도 남양주시 별내동 1050 별내신일유토빌,분양,지역난방,111265.41,8,547,신일건업,아시아신탁,315756706,315756708,별내신일유토빌.apti.co.kr,아파트,경기도 남양주시 별내4로 63,547,위탁관리,계단식,20120405,64126.248,0,0,472,75,64126.248,4136011100,위탁관리,7,아주관리,위탁관리,5,에스원,위탁관리,8,거점장비수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,4230,종합계약,상주선임,R형,부스타방식,위탁관리,16,5,946,유,233,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,경춘선,NA,5분이내,관공서() 병원() 대형상가() 공원(),초등학교() 중학교() 고등학교()
A47274204,별내대원칸타빌,경기도 남양주시 별내동 900 별내대원칸타빌,분양,지역난방,103323.9,8,486,(주)대원,자영,315278436,315273944, ,아파트,경기도 남양주시 순화궁로 384,486,위탁관리,계단식,20120330,71755.3769,0,0,475,11,58575.95,4136011100,위탁관리,7,대원종합관리(주),위탁관리,10,대산비티엠(주),위탁관리,6,기타,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,3800,단일계약,상주선임,R형,부스타방식,위탁관리,15,0,839,유,188,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"1호선, 4호선, 7호선",NA,20분초과,관공서() 병원() 대형상가() 공원(),초등학교() 중학교() 고등학교()
A47274205,별내KCC스위첸,경기도 남양주시 별내동 1072 별내KCC스위첸,분양,지역난방,140257.7352,9,679,KCC건설,한국토지주택공사,315758938,315758939,starkcc.apti.co.kr/,아파트,경기도 남양주시 별내5로 81,679,위탁관리,계단식,20120627,99394.176,0,0,671,8,77821.2921,4136011100,위탁관리,7,대원종합관리(주),위탁관리,8,(주)백송종합관리,위탁관리,9,거점장비수거방식,위탁관리,12,"분무식,기구부착식",철근콘크리트구조,4550,종합계약,상주선임,GR형,부스타방식,위탁관리,18,6,1119,유,209,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,경춘선,별내,20분초과,관공서(별내동주민센터),초등학교(화접) 중학교(별가람) 고등학교(별내2)
A47274206,별내포스코더샵,경기도 남양주시 별내동 922 별내포스코더샵,분양,지역난방,102303.2275,10,644,포스코,남양건설,315749378,315749379,www.bn-thesharp.net,아파트,경기도 남양주시 별내3로 115,644,위탁관리,계단식,20120525,94941.32,0,0,592,52,77312.1656,4136011100,위탁관리,8,대원종합관리(주),위탁관리,6,한국보안컨설팅(주),위탁관리,8,기타,위탁관리,23,NA,철근콘크리트구조,3250,종합계약,상주선임,R형,부스타방식,위탁관리,38,3,1109,유,368,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"경의중앙선, 경춘선",별내역,15~20분이내,관공서(),초등학교() 중학교() 고등학교()
A47274207,별내하우스토리,경기도 남양주시 별내동 872 별내하우스토리,분양,지역난방,151316.876,14,720,남광토건(주),(주)한국토지신탁,315283248,315283249,별내하우스토리.com,아파트,경기도 남양주시 송산로307번길 16,720,위탁관리,계단식,20120724,85210.622,0,0,708,12,85210.622,4136011100,위탁관리,7,(주)동우개발,위탁관리,6,듀델코리아,위탁관리,9,거점장비수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,4050,단일계약,상주선임,R형,부스타방식,위탁관리,28,0,1254,유,305,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,경춘선,별내,20분초과,관공서(별내동주민센터) 대형상가() 공원() 기타(),초등학교(화접) 중학교(별가람) 고등학교(별내2)
A47274208,별내한화꿈에그린더스타,경기도 남양주시 별내동 1041 별내한화꿈에그린더스타,분양,지역난방,112781.3797,11,729,(주)한화건설,(주)진원이앤씨,315100052,315730371,www.bnthestar.com,아파트,경기도 남양주시 별내4로 8,729,위탁관리,계단식,20121029,81653.1411,0,729,0,0,61883.7053,4136011100,위탁관리,8,율산개발(주),위탁관리,5,(주)나래종합관리,위탁관리,9,거점장비수거방식,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,4000,단일계약,상주선임,R형,부스타방식,위탁관리,20,0,771,유,176,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5~10분이내,경춘선,NA,10~15분이내,관공서() 대형상가(),초등학교() 중학교() 고등학교() 대학교()
A47274209,별내신안인스빌,경기도 남양주시 별내동 1047 별내신안인스빌,분양,지역난방,151459.552,15,874,신안종합건설,신안종합건설,315756485,315756486,http://별내신안인스빌.apti.co.kr,아파트,경기도 남양주시 순화궁로 18,874,위탁관리,혼합식,20121029,98670.1,0,874,0,0,74283.866,4136011100,위탁관리,8,서일개발(주),위탁관리,7,백송종합관리,위탁관리,9,거점장비수거방식,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,3500,종합계약,상주선임,GR형,부스타방식,위탁관리,28,5,1144,유,280,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,경춘선,NA,15~20분이내,관공서() 병원(),초등학교() 중학교() 고등학교() 대학교()
